S.No,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,w
330,Uttar Pradesh,BANDA,2014,Rabi       ,Gram,100319,14054,1
331,Odisha,PURI,2014,Winter     ,Rice,100000,182000,1
332,Bihar,BHOJPUR,2014,Winter     ,Rice,99721,287766,1
333,Uttarakhand,UDAM SINGH NAGAR,2014,Rabi       ,Wheat,99357,296321,1
334,Uttar Pradesh,BAREILLY,2014,Kharif     ,Sugarcane,99211,6120128,1
335,Telangana ,KARIMNAGAR,2014,Rabi       ,Rice,99151,358827,1
336,Uttar Pradesh,KASGANJ,2014,Rabi       ,Wheat,98653,229467,1
337,Uttar Pradesh,MIRZAPUR,2014,Rabi       ,Wheat,98339,174733,1
338,West Bengal,NADIA,2014,Summer     ,Rice,98286,374824,1
339,Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Rice,98190,159755,1
340,Punjab,FAZILKA,2014,Kharif     ,Cotton(lint),98000,251000,1
341,Karnataka,RAICHUR,2014,Kharif     ,Rice,97935,320982,1
342,Uttar Pradesh,FIROZABAD,2014,Rabi       ,Wheat,97764,188098,1
343,Telangana ,NIZAMABAD,2014,Kharif     ,Soyabean,97431,133286,1
344,Uttar Pradesh,AMETHI,2014,Kharif     ,Rice,97395,147846,1
345,Punjab,FAZILKA,2014,Kharif     ,Rice,97000,297000,1
346,Chhattisgarh,MUNGELI,2014,Rabi       ,Khesari,96725,75108,1
347,Uttar Pradesh,ETAWAH,2014,Rabi       ,Wheat,96640,164868,1
348,Uttar Pradesh,UNNAO,2014,Kharif     ,Rice,96435,161818,1
349,Bihar,PURBI CHAMPARAN,2014,Winter     ,Rice,96376,181633,1
350,Assam,SIVASAGAR,2014,Winter     ,Paddy,95674,199785,1
351,Assam,SIVASAGAR,2014,Winter     ,Rice,95674,199785,2
352,Karnataka,BELLARY,2014,Kharif     ,Maize,95624,249999,1
353,Telangana ,WARANGAL,2014,Kharif     ,Rice,95515,282059,1
354,Uttar Pradesh,CHANDAULI,2014,Rabi       ,Wheat,95462,140204,1
355,Uttar Pradesh,AMETHI,2014,Rabi       ,Wheat,95382,173595,1
356,Uttar Pradesh,MAU,2014,Rabi       ,Wheat,95097,198467,1
357,West Bengal,NADIA,2014,Winter     ,Rice,94963,273137,1
358,Maharashtra,HINGOLI,2014,Kharif     ,Cotton(lint),94700,85400,1
359,Uttar Pradesh,JHANSI,2014,Rabi       ,Peas & beans (Pulses),94681,62395,1
360,Maharashtra,JALGAON,2014,Kharif     ,Maize,94600,235100,1
361,Uttar Pradesh,FAIZABAD,2014,Kharif     ,Rice,94586,207805,1
362,Karnataka,MYSORE,2014,Kharif     ,Rice,94359,319929,1
363,Andhra Pradesh,KURNOOL,2014,Kharif     ,Groundnut,94160,67607,1
364,Bihar,KHAGARIA,2014,Winter     ,Rice,13476,29511,1
365,Karnataka,BAGALKOT,2014,Whole Year ,Sugarcane,93679,10234431,1
366,Uttar Pradesh,PILIBHIT,2014,Kharif     ,Sugarcane,93620,6500973,1
367,Odisha,MALKANGIRI,2014,Winter     ,Rice,93000,165000,1
368,Assam,CACHAR,2014,Winter     ,Paddy,92895,216009,1
369,Assam,CACHAR,2014,Winter     ,Rice,92895,216009,2
370,Chhattisgarh,BEMETARA,2014,Rabi       ,Gram,92710,100363,1
371,Odisha,DHENKANAL,2014,Winter     ,Rice,92000,312000,1
372,Karnataka,BAGALKOT,2014,Rabi       ,Gram,91880,54728,1
373,Bihar,BANKA,2014,Winter     ,Rice,91863,323625,1
374,Andhra Pradesh,KURNOOL,2014,Kharif     ,Rice,91569,361514,1
375,Uttar Pradesh,AMROHA,2014,Rabi       ,Wheat,91563,193106,1
376,Uttar Pradesh,MAU,2014,Kharif     ,Rice,91396,160583,1
377,Maharashtra,AKOLA,2014,Rabi       ,Gram,91100,59600,1
378,Telangana ,MAHBUBNAGAR,2014,Rabi       ,Groundnut,91063,186588,1
379,Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif     ,Rice,90918,162561,1
380,Uttar Pradesh,SANT KABEER NAGAR,2014,Rabi       ,Wheat,90522,224042,2
381,Uttar Pradesh,ALIGARH,2014,Kharif     ,Rice,90420,201998,1
382,Uttar Pradesh,BALRAMPUR,2014,Rabi       ,Wheat,90246,189697,1
383,Bihar,SIWAN,2014,Rabi       ,Wheat,90202,171367,1
384,Bihar,MADHUBANI,2014,Rabi       ,Wheat,90053,70787,1
385,Odisha,KORAPUT,2014,Winter     ,Rice,90000,191000,1
386,Odisha,NAYAGARH,2014,Winter     ,Rice,90000,190000,1
387,Maharashtra,DHULE,2014,Kharif     ,Maize,89600,178200,1
388,Bihar,NALANDA,2014,Rabi       ,Wheat,89262,184641,1
389,Bihar,ARARIA,2014,Winter     ,Rice,88961,216846,1
390,West Bengal,MURSHIDABAD,2014,Rabi       ,Rapeseed &Mustard,88628,104301,1
391,Maharashtra,NAGPUR,2014,Rabi       ,Wheat,88500,110600,1
392,Bihar,MUZAFFARPUR,2014,Rabi       ,Wheat,88358,129818,1
393,Maharashtra,LATUR,2014,Kharif     ,Jowar,88300,94600,1
394,Maharashtra,NANDED,2014,Kharif     ,Jowar,88300,28600,1
395,Bihar,SITAMARHI,2014,Rabi       ,Wheat,88033,76764,1
396,Uttar Pradesh,MORADABAD,2014,Kharif     ,Rice,87934,205941,1
397,Uttarakhand,PAURI GARHWAL,2014,Whole Year ,Total foodgrain,87289,104472,1
398,Karnataka,CHITRADURGA,2014,Kharif     ,Maize,86351,247823,1
399,Karnataka,TUMKUR,2014,Kharif     ,Groundnut,86127,42056,1
400,Assam,BAKSA,2014,Winter     ,Paddy,86070,195027,1
401,Assam,BAKSA,2014,Winter     ,Rice,86070,195027,2
402,Punjab,FATEHGARH SAHIB,2014,Kharif     ,Rice,86000,374000,1
403,Kerala,KANNUR,2014,Whole Year ,Coconut ,85807,533000000,1
404,Bihar,MADHUBANI,2014,Autumn     ,Rice,85245,123515,1
405,Uttar Pradesh,SULTANPUR,2014,Kharif     ,Rice,85103,151568,1
406,Karnataka,GADAG,2014,Rabi       ,Gram,85005,54186,1
407,Bihar,KAIMUR (BHABUA),2014,Rabi       ,Wheat,84502,188249,1
408,Bihar,SARAN,2014,Rabi       ,Wheat,84456,170369,1
409,Chhattisgarh,BALRAMPUR,2014,Kharif     ,Rice,84190,153462,1
410,Uttar Pradesh,ALIGARH,2014,Kharif     ,Bajra,84037,175469,1
411,Odisha,SONEPUR,2014,Winter     ,Rice,84000,290000,1
412,Punjab,FATEHGARH SAHIB,2014,Rabi       ,Wheat,84000,340000,1
413,Punjab,MANSA,2014,Kharif     ,Cotton(lint),84000,251000,1
414,Bihar,NALANDA,2014,Winter     ,Rice,83935,217083,1
415,Assam,JORHAT,2014,Winter     ,Paddy,83865,164739,1
416,Assam,JORHAT,2014,Winter     ,Rice,83865,164739,2
417,Uttar Pradesh,JHANSI,2014,Kharif     ,Sesamum,83502,25218,1
418,Kerala,THRISSUR,2014,Whole Year ,Coconut ,83221,485000000,1
419,Karnataka,GULBARGA,2014,Kharif     ,Cotton(lint),82637,338020,1
420,Bihar,SITAMARHI,2014,Winter     ,Rice,82362,162225,1
421,Bihar,BUXAR,2014,Winter     ,Rice,82231,228890,1
422,Uttar Pradesh,HATHRAS,2014,Rabi       ,Wheat,82134,191947,1
423,Maharashtra,PUNE,2014,Kharif     ,Rice,82100,136100,1
424,Odisha,JAGATSINGHAPUR,2014,Winter     ,Rice,82000,178000,1
425,Punjab,MANSA,2014,Kharif     ,Rice,82000,296000,1
426,Uttar Pradesh,BUDAUN,2014,Kharif     ,Rice,81242,166790,1
427,Uttar Pradesh,MIRZAPUR,2014,Kharif     ,Rice,81132,187821,1
428,Uttar Pradesh,FATEHPUR,2014,Kharif     ,Rice,80702,157046,1
429,Karnataka,DHARWAD,2014,Kharif     ,Cotton(lint),80222,167657,1
430,Uttar Pradesh,SHRAVASTI,2014,Kharif     ,Rice,79949,173889,1
431,West Bengal,HOOGHLY,2014,Summer     ,Rice,79654,261105,1
432,Bihar,BUXAR,2014,Rabi       ,Wheat,79483,125280,1
433,Uttar Pradesh,GONDA,2014,Kharif     ,Sugarcane,79442,4088721,1
434,Uttar Pradesh,LUCKNOW,2014,Rabi       ,Wheat,79315,144512,1
435,Bihar,AURANGABAD,2014,Rabi       ,Wheat,79123,160183,1
436,West Bengal,NADIA,2014,Rabi       ,Rapeseed &Mustard,78893,96032,1
437,Uttar Pradesh,MUZAFFARNAGAR,2014,Rabi       ,Wheat,78843,221470,1
438,Maharashtra,NAGPUR,2014,Kharif     ,Rice,78800,95500,1
439,Andhra Pradesh,PRAKASAM,2014,Rabi       ,Tobacco,78761,167264,1
440,Karnataka,BELLARY,2014,Kharif     ,Cotton(lint),78646,242150,1
441,Karnataka,BELGAUM,2014,Rabi       ,Gram,78641,48934,1
442,Karnataka,HASSAN,2014,Kharif     ,Maize,78492,307814,1
443,Chhattisgarh,SUKMA,2014,Kharif     ,Rice,78438,174280,1
444,Bihar,SUPAUL,2014,Winter     ,Rice,77698,149839,1
445,Karnataka,BELLARY,2014,Kharif     ,Rice,77598,286690,1
446,Maharashtra,HINGOLI,2014,Rabi       ,Gram,77300,220400,1
447,Uttar Pradesh,BAGHPAT,2014,Kharif     ,Sugarcane,77107,5671682,1
448,Bihar,NAWADA,2014,Winter     ,Rice,77055,236713,1
449,Uttar Pradesh,FARRUKHABAD,2014,Rabi       ,Wheat,77049,180327,1
450,Odisha,SUNDARGARH,2014,Autumn     ,Rice,77000,150000,1
451,Uttarakhand,TEHRI GARHWAL,2014,Whole Year ,Total foodgrain,76800,103137,1
452,Karnataka,RAICHUR,2014,Rabi       ,Jowar,76744,107465,1
453,Uttar Pradesh,KANNAUJ,2014,Rabi       ,Wheat,76686,108049,1
454,Uttar Pradesh,JALAUN,2014,Rabi       ,Peas & beans (Pulses),76325,70295,1
455,Uttar Pradesh,JHANSI,2014,Kharif     ,Urad,76089,23131,1
456,Uttar Pradesh,MEERUT,2014,Rabi       ,Wheat,76072,245180,1
457,Odisha,BARGARH,2014,Summer     ,Rice,76000,303000,1
458,Punjab,NAWANSHAHR,2014,Rabi       ,Wheat,76000,282000,1
459,Uttar Pradesh,AMROHA,2014,Kharif     ,Sugarcane,75824,5348322,1
460,Uttar Pradesh,FIROZABAD,2014,Kharif     ,Bajra,75371,160016,1
461,Karnataka,DAVANGERE,2014,Kharif     ,Rice,75259,262676,1
462,Odisha,ANUGUL,2014,Winter     ,Rice,75000,196000,1
463,Maharashtra,PALGHAR,2014,Kharif     ,Rice,74800,188300,1
464,Bihar,BHOJPUR,2014,Rabi       ,Wheat,74572,136534,1
465,Maharashtra,SANGLI,2014,Whole Year ,Sugarcane,74500,8107100,1
466,Uttar Pradesh,SAMBHAL,2014,Kharif     ,Bajra,74352,111751,1
467,Karnataka,BELGAUM,2014,Kharif     ,Soyabean,74314,67986,1
468,West Bengal,MEDINIPUR WEST,2014,Summer     ,Sesamum,74080,58514,1
469,Telangana ,MEDAK,2014,Kharif     ,Rice,73983,234342,1
470,Bihar,GOPALGANJ,2014,Rabi       ,Wheat,73939,71480,1
471,Chhattisgarh,KABIRDHAM,2014,Rabi       ,Gram,73853,78261,1
472,Andhra Pradesh,ANANTAPUR,2014,Kharif     ,Cotton(lint),73734,103779,1
473,Andhra Pradesh,PRAKASAM,2014,Rabi       ,Rice,73533,284132,1
474,Maharashtra,BULDHANA,2014,Rabi       ,Wheat,73500,95500,1
475,Uttar Pradesh,MAINPURI,2014,Kharif     ,Rice,73176,190843,1
476,Assam,DIBRUGARH,2014,Winter     ,Paddy,73139,124921,1
477,Assam,DIBRUGARH,2014,Winter     ,Rice,73139,124921,2
478,Chhattisgarh,KOREA,2014,Kharif     ,Rice,73095,130407,1
479,Kerala,THIRUVANANTHAPURAM,2014,Whole Year ,Coconut ,73079,665000000,1
480,Odisha,BALANGIR,2014,Autumn     ,Rice,73000,196000,1
481,Maharashtra,WARDHA,2014,Kharif     ,Arhar/Tur,72800,19200,1
482,West Bengal,COOCHBEHAR,2014,Kharif     ,Jute,72734,1003106,1
483,Uttarakhand,HARIDWAR,2014,Kharif     ,Sugarcane,72710,4304432,1
484,Karnataka,MYSORE,2014,Whole Year ,Tobacco,72647,44721,1
485,Maharashtra,RATNAGIRI,2014,Kharif     ,Rice,72500,220500,1
486,Maharashtra,NASHIK,2014,Rabi       ,Wheat,72400,111200,1
487,Maharashtra,PARBHANI,2014,Kharif     ,Jowar,72400,30500,1
488,Bihar,GAYA,2014,Rabi       ,Wheat,72154,178508,1
489,Maharashtra,PUNE,2014,Rabi       ,Wheat,71800,108300,1
490,Bihar,SARAN,2014,Winter     ,Rice,71635,162891,1
491,Maharashtra,NANDED,2014,Kharif     ,Arhar/Tur,71600,14700,1
492,Andhra Pradesh,PRAKASAM,2014,Kharif     ,Cotton(lint),71520,252407,1
493,Maharashtra,NASHIK,2014,Kharif     ,Rice,71200,86700,1
494,West Bengal,HOWRAH,2014,Winter     ,Rice,71064,176630,1
495,Punjab,HOSHIARPUR,2014,Kharif     ,Rice,71000,244000,1
496,West Bengal,24 PARAGANAS NORTH,2014,Summer     ,Rice,70898,239229,1
497,Uttar Pradesh,KAUSHAMBI,2014,Rabi       ,Wheat,70882,108449,1
498,Chhattisgarh,DANTEWADA,2014,Kharif     ,Rice,70366,131262,1
499,Uttar Pradesh,KUSHI NAGAR,2014,Kharif     ,Sugarcane,70102,4217897,1
500,Maharashtra,SATARA,2014,Whole Year ,Sugarcane,70000,6927400,1
501,Uttarakhand,ALMORA,2014,Kharif     ,Total foodgrain,69700,82372,1
502,Maharashtra,BULDHANA,2014,Kharif     ,Arhar/Tur,69600,18500,1
503,Maharashtra,SANGLI,2014,Kharif     ,Bajra,69600,53100,1
504,Uttar Pradesh,MAHOBA,2014,Rabi       ,Wheat,69598,67961,1
505,Assam,KARIMGANJ,2014,Winter     ,Paddy,69525,130527,1
506,Assam,KARIMGANJ,2014,Winter     ,Rice,69525,130527,2
507,Uttar Pradesh,HAMIRPUR,2014,Rabi       ,Gram,69319,13331,1
508,Assam,BARPETA,2014,Winter     ,Paddy,69154,102046,1
509,Assam,BARPETA,2014,Winter     ,Rice,69154,102046,2
510,Karnataka,RAMANAGARA,2014,Kharif     ,Ragi,69083,136049,1
511,Uttar Pradesh,VARANASI,2014,Rabi       ,Wheat,68617,127010,1
512,Maharashtra,PARBHANI,2014,Kharif     ,Arhar/Tur,68600,14100,1
513,Uttar Pradesh,LALITPUR,2014,Rabi       ,Peas & beans (Pulses),68573,57190,1
514,Andhra Pradesh,KADAPA,2014,Rabi       ,Gram,68169,43083,1
515,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Wheat,68165,182410,1
516,Maharashtra,AHMEDNAGAR,2014,Kharif     ,Maize,68100,176100,1
517,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Gram,68092,38676,1
518,Assam,KAMRUP,2014,Winter     ,Paddy,67720,140739,1
519,Assam,KAMRUP,2014,Winter     ,Rice,67720,140739,2
520,Assam,DHEMAJI,2014,Winter     ,Paddy,67660,106274,1
521,Assam,DHEMAJI,2014,Winter     ,Rice,67660,106274,2
522,Maharashtra,SINDHUDURG,2014,Kharif     ,Rice,67400,222400,1
523,Karnataka,BELLARY,2014,Rabi       ,Gram,67266,50611,1
524,Uttar Pradesh,AGRA,2014,Rabi       ,Potato,67228,1836400,1
525,Telangana ,WARANGAL,2014,Kharif     ,Maize,67200,267994,1
526,Maharashtra,LATUR,2014,Rabi       ,Gram,67000,20000,1
527,Maharashtra,NAGPUR,2014,Rabi       ,Gram,67000,46600,1
528,Bihar,SAHARSA,2014,Winter     ,Rice,66869,130436,1
529,Uttar Pradesh,BAHRAICH,2014,Kharif     ,Maize,66628,85017,1
530,West Bengal,BIRBHUM,2014,Summer     ,Rice,66581,225789,1
531,Maharashtra,AMRAVATI,2014,Rabi       ,Wheat,66400,87200,1
532,Bihar,PURNIA,2014,Winter     ,Rice,66101,185906,1
533,Punjab,MUKTSAR,2014,Kharif     ,Cotton(lint),66000,217000,1
534,Punjab,RUPNAGAR,2014,Rabi       ,Wheat,66000,266000,1
535,Karnataka,BIDAR,2014,Kharif     ,Arhar/Tur,65965,44243,1
536,Karnataka,UTTAR KANNAD,2014,Kharif     ,Rice,65865,145604,1
537,Uttarakhand,PITHORAGARH,2014,Whole Year ,Total foodgrain,65682,86282,1
538,Bihar,PASHCHIM CHAMPARAN,2014,Rabi       ,Wheat,65585,80074,1
539,Jammu and Kashmir ,JAMMU,2014,Kharif     ,Rice,65470,116969,1
540,Assam,KOKRAJHAR,2014,Winter     ,Paddy,65450,119039,1
541,Assam,KOKRAJHAR,2014,Winter     ,Rice,65450,119039,2
542,Karnataka,GADAG,2014,Kharif     ,Cotton(lint),64795,198055,1
543,Karnataka,RAICHUR,2014,Summer     ,Rice,64645,171894,1
544,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Mango,64633,462384,1
545,Bihar,SIWAN,2014,Winter     ,Rice,64555,126893,1
546,Karnataka,CHIKBALLAPUR,2014,Kharif     ,Maize,64454,129627,1
547,Maharashtra,BEED,2014,Rabi       ,Gram,64400,24000,1
548,Kerala,KASARAGOD,2014,Whole Year ,Coconut ,63791,705000000,1
549,Andhra Pradesh,GUNTUR,2014,Rabi       ,Maize,63701,611020,1
550,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Potato,63519,2413485,1
551,Bihar,PATNA,2014,Winter     ,Rice,63475,162800,1
552,Telangana ,RANGAREDDI,2014,Kharif     ,Cotton(lint),63469,110511,1
553,West Bengal,24 PARAGANAS SOUTH,2014,Summer     ,Rice,63392,211431,1
554,Karnataka,HASSAN,2014,Kharif     ,Ragi,63354,141859,1
555,Assam,UDALGURI,2014,Winter     ,Paddy,63210,124317,1
556,Assam,UDALGURI,2014,Winter     ,Rice,63210,124317,2
557,Uttar Pradesh,SHAMLI,2014,Kharif     ,Sugarcane,62990,4966384,1
558,Bihar,KISHANGANJ,2014,Winter     ,Rice,62836,184220,1
559,Uttar Pradesh,SAHARANPUR,2014,Kharif     ,Rice,62552,155629,1
560,Andhra Pradesh,SPSR NELLORE,2014,Kharif     ,Rice,62232,232561,1
561,Assam,NALBARI,2014,Winter     ,Paddy,62000,144858,1
562,Assam,NALBARI,2014,Winter     ,Rice,62000,144858,2
563,Maharashtra,NAGPUR,2014,Kharif     ,Arhar/Tur,62000,21100,1
564,Chhattisgarh,BIJAPUR,2014,Kharif     ,Rice,61565,115289,1
565,Karnataka,DAVANGERE,2014,Summer     ,Rice,61421,237076,1
566,Andhra Pradesh,GUNTUR,2014,Kharif     ,Dry chillies,61140,398021,1
567,Karnataka,HASSAN,2014,Whole Year ,Coconut ,61019,382629,1
568,Kerala,PALAKKAD,2014,Whole Year ,Coconut ,60687,442000000,1
569,Maharashtra,BEED,2014,Kharif     ,Arhar/Tur,60600,10200,1
570,Bihar,PATNA,2014,Rabi       ,Wheat,60595,170076,1
571,West Bengal,BARDHAMAN,2014,Rabi       ,Potato,60128,1922143,1
572,Karnataka,RAICHUR,2014,Rabi       ,Gram,60078,57474,1
573,Karnataka,BELGAUM,2014,Kharif     ,Rice,59938,176688,1
574,Maharashtra,PUNE,2014,Rabi       ,Gram,59900,51800,1
575,West Bengal,MALDAH,2014,Summer     ,Rice,59802,243374,1
576,Maharashtra,NASHIK,2014,Kharif     ,Soyabean,59800,85000,1
577,Bihar,DARBHANGA,2014,Rabi       ,Wheat,59395,89175,1
578,Maharashtra,BEED,2014,Rabi       ,Wheat,59100,40000,1
579,Punjab,HOSHIARPUR,2014,Kharif     ,Maize,59000,222000,1
580,Karnataka,GADAG,2014,Rabi       ,Jowar,58982,55753,1
581,Uttarakhand,PAURI GARHWAL,2014,Kharif     ,Total foodgrain,58945,71602,1
582,Karnataka,SHIMOGA,2014,Kharif     ,Maize,58712,209831,1
583,Andhra Pradesh,KRISHNA,2014,Kharif     ,Mango,58445,663468,1
584,Uttarakhand,HARIDWAR,2014,Whole Year ,Total foodgrain,58318,121430,1
585,Maharashtra,AHMEDNAGAR,2014,Kharif     ,Soyabean,58200,35900,1
586,Odisha,NUAPADA,2014,Winter     ,Rice,58000,139000,1
587,Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Gram,57986,55683,1
588,Uttar Pradesh,SONBHADRA,2014,Rabi       ,Wheat,57789,117617,1
589,Assam,TINSUKIA,2014,Winter     ,Paddy,57642,97271,1
590,Assam,TINSUKIA,2014,Winter     ,Rice,57642,97271,2
591,Maharashtra,JALNA,2014,Kharif     ,Maize,57600,32200,1
592,Karnataka,GADAG,2014,Kharif     ,Moong(Green Gram),57368,10246,1
593,Maharashtra,AHMEDNAGAR,2014,Rabi       ,Wheat,57200,85000,1
594,Maharashtra,BULDHANA,2014,Rabi       ,Gram,57200,36600,1
595,Odisha,BARGARH,2014,Autumn     ,Rice,57000,110000,1
596,Punjab,NAWANSHAHR,2014,Kharif     ,Rice,57000,226000,1
597,Telangana ,NIZAMABAD,2014,Rabi       ,Rice,56845,216125,1
598,Karnataka,KOPPAL,2014,Kharif     ,Maize,56712,172189,1
599,Bihar,KATIHAR,2014,Winter     ,Rice,56511,154124,1
600,West Bengal,COOCHBEHAR,2014,Summer     ,Rice,56294,197210,1
601,Maharashtra,KOLHAPUR,2014,Kharif     ,Soyabean,56000,121200,1
602,Bihar,GOPALGANJ,2014,Autumn     ,Rice,55887,104540,1
603,Uttar Pradesh,AURAIYA,2014,Kharif     ,Rice,55752,175898,1
604,Bihar,SAMASTIPUR,2014,Rabi       ,Wheat,55741,116642,1
605,Andhra Pradesh,KRISHNA,2014,Kharif     ,Cotton(lint),55571,261650,1
606,Maharashtra,THANE,2014,Kharif     ,Rice,55200,132900,1
607,Maharashtra,SATARA,2014,Kharif     ,Bajra,55000,22100,1
608,Karnataka,BIJAPUR,2014,Kharif     ,Maize,54990,175215,1
609,Uttar Pradesh,BIJNOR,2014,Kharif     ,Rice,54742,143205,1
610,Karnataka,CHITRADURGA,2014,Kharif     ,Ragi,54642,87468,1
611,Uttar Pradesh,MAHOBA,2014,Rabi       ,Gram,54605,9576,1
612,Uttar Pradesh,CHITRAKOOT,2014,Rabi       ,Wheat,54500,60877,1
613,Telangana ,KARIMNAGAR,2014,Rabi       ,Maize,54493,296987,1
614,Uttar Pradesh,LUCKNOW,2014,Kharif     ,Rice,54126,125843,1
615,Odisha,KALAHANDI,2014,Autumn     ,Rice,54000,90000,1
616,Odisha,RAYAGADA,2014,Winter     ,Rice,54000,161000,1
617,Bihar,BEGUSARAI,2014,Rabi       ,Wheat,53924,64159,1
618,Maharashtra,WASHIM,2014,Rabi       ,Gram,53900,28700,1
619,Bihar,SUPAUL,2014,Rabi       ,Wheat,53745,84929,1
620,Karnataka,GADAG,2014,Kharif     ,Maize,53717,146664,1
621,Karnataka,BIJAPUR,2014,Rabi       ,Wheat,53709,55207,1
622,Telangana ,KARIMNAGAR,2014,Kharif     ,Maize,53598,245318,1
623,Maharashtra,JALGAON,2014,Kharif     ,Jowar,53500,119600,1
624,Uttar Pradesh,FIROZABAD,2014,Rabi       ,Potato,53499,1346570,1
625,Maharashtra,SATARA,2014,Kharif     ,Soyabean,53300,90800,1
626,Odisha,BOUDH,2014,Winter     ,Rice,53000,127000,1
627,Maharashtra,SATARA,2014,Kharif     ,Rice,52900,94700,1
628,Bihar,SAMASTIPUR,2014,Winter     ,Rice,52867,112523,1
629,Andhra Pradesh,KRISHNA,2014,Rabi       ,Rice,52830,209894,1
630,Uttar Pradesh,ETAWAH,2014,Kharif     ,Rice,52797,136533,1
631,Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Maize,52635,354444,1
632,Bihar,MADHEPURA,2014,Winter     ,Rice,52568,117196,1
633,Karnataka,KOLAR,2014,Kharif     ,Ragi,52427,70824,1
634,Kerala,KOLLAM,2014,Whole Year ,Coconut ,52360,387000000,1
635,Maharashtra,WASHIM,2014,Kharif     ,Arhar/Tur,52300,16200,1
636,Maharashtra,SANGLI,2014,Kharif     ,Jowar,52100,55600,1
637,Karnataka,KOPPAL,2014,Rabi       ,Gram,52053,31352,1
638,Uttar Pradesh,BAGHPAT,2014,Rabi       ,Wheat,51752,175439,1
639,Karnataka,SHIMOGA,2014,Whole Year ,Arecanut,51689,386605,1
640,Maharashtra,JALGAON,2014,Rabi       ,Gram,51600,54400,1
641,Odisha,NABARANGPUR,2014,Autumn     ,Maize,51473,131770.9,1
642,Karnataka,YADGIR,2014,Kharif     ,Rice,51456,146014,1
643,Karnataka,KOPPAL,2014,Kharif     ,Bajra,51338,88910,1
644,Maharashtra,KOLHAPUR,2014,Kharif     ,Groundnut,51300,77700,1
645,Maharashtra,NANDED,2014,Rabi       ,Gram,51200,25700,1
646,Karnataka,MANDYA,2014,Kharif     ,Rice,51037,189916,1
647,Assam,DHUBRI,2014,Summer     ,Paddy,51015,193213,1
648,Assam,DHUBRI,2014,Summer     ,Rice,51015,193213,2
649,Uttar Pradesh,JHANSI,2014,Rabi       ,Gram,50891,16634,1
650,Karnataka,MANDYA,2014,Kharif     ,Ragi,50810,89492,1
651,Assam,GOALPARA,2014,Winter     ,Paddy,50772,105221,1
652,Assam,GOALPARA,2014,Winter     ,Rice,50772,105221,2
653,Andhra Pradesh,PRAKASAM,2014,Rabi       ,Gram,50750,95867,1
654,West Bengal,24 PARAGANAS NORTH,2014,Kharif     ,Jute,50694,882884,1
655,Karnataka,DHARWAD,2014,Rabi       ,Gram,50622,41502,1
656,Uttar Pradesh,MAHOBA,2014,Kharif     ,Urad,50433,15634,1
657,West Bengal,DINAJPUR UTTAR,2014,Kharif     ,Jute,50326,827175,1
658,Bihar,SAHARSA,2014,Rabi       ,Wheat,50216,110990,1
659,Uttar Pradesh,LALITPUR,2014,Kharif     ,Soyabean,50181,35980,1
660,Andhra Pradesh,KURNOOL,2014,Rabi       ,Jowar,50107,94001,1
661,Maharashtra,AKOLA,2014,Kharif     ,Arhar/Tur,50100,19600,1
662,Maharashtra,JALGAON,2014,Rabi       ,Maize,50100,188200,1
663,Punjab,S.A.S NAGAR,2014,Rabi       ,Wheat,50000,198000,1
664,Uttarakhand,TEHRI GARHWAL,2014,Kharif     ,Total foodgrain,49798,73730,1
665,Uttar Pradesh,MAINPURI,2014,Kharif     ,Maize,49703,128134,1
666,Maharashtra,JALGAON,2014,Rabi       ,Wheat,49600,81100,1
667,West Bengal,NADIA,2014,Autumn     ,Rice,49599,132900,1
668,Maharashtra,HINGOLI,2014,Rabi       ,Wheat,49500,33000,1
669,Telangana ,MAHBUBNAGAR,2014,Rabi       ,Rice,49468,135740,1
670,Uttar Pradesh,MATHURA,2014,Kharif     ,Rice,49400,114756,1
671,Uttar Pradesh,SHAMLI,2014,Rabi       ,Wheat,49296,149367,1
672,Assam,BARPETA,2014,Summer     ,Paddy,49261,141830,1
673,Assam,BARPETA,2014,Summer     ,Rice,49261,141830,2
674,Karnataka,BIJAPUR,2014,Whole Year ,Sugarcane,49050,3914190,1
675,Karnataka,BIJAPUR,2014,Kharif     ,Bajra,48810,37281,2
676,Assam,DARRANG,2014,Winter     ,Paddy,48413,102861,1
677,Assam,DARRANG,2014,Winter     ,Rice,48413,102861,2
678,Karnataka,MYSORE,2014,Kharif     ,Cotton(lint),48174,85874,1
679,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,Wheat,48033,74114,1
680,Uttar Pradesh,BULANDSHAHR,2014,Kharif     ,Sugarcane,48031,3028451,1
681,Tripura,SEPAHIJALA,2014,Kharif     ,Rice,47973,150378,1
682,Maharashtra,HINGOLI,2014,Kharif     ,Jowar,47900,19200,1
683,Jammu and Kashmir ,RAJAURI,2014,Kharif     ,Maize,47815,72115,1
