S.No,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,w
4982,Karnataka,GULBARGA,2014,Summer     ,Maize,601,593,1
4983,Meghalaya,SOUTH WEST KHASI HILLS,2014,Winter     ,Potato,601,5401,1
4984,Assam,DHUBRI,2014,Kharif     ,Mesta,600,2975,1
4985,Assam,HAILAKANDI,2014,Rabi       ,Urad,600,389,1
4986,Maharashtra,AMRAVATI,2014,Kharif     ,Other Kharif pulses,600,300,1
4987,Maharashtra,AURANGABAD,2014,Rabi       ,Safflower,600,200,1
4988,Maharashtra,BULDHANA,2014,Kharif     ,Castor seed,600,200,1
4989,Maharashtra,CHANDRAPUR,2014,Kharif     ,Moong(Green Gram),600,200,1
4990,Maharashtra,DHULE,2014,Summer     ,Maize,600,600,1
4991,Maharashtra,GONDIA,2014,Kharif     ,Moong(Green Gram),600,200,1
4992,Maharashtra,NANDURBAR,2014,Kharif     ,Castor seed,600,100,1
4993,Maharashtra,NASHIK,2014,Rabi       ,Other  Rabi pulses,600,100,1
4994,Maharashtra,PARBHANI,2014,Kharif     ,Castor seed,600,100,1
4995,Maharashtra,PUNE,2014,Kharif     ,Sunflower,600,300,1
4996,Maharashtra,RATNAGIRI,2014,Kharif     ,Arhar/Tur,600,200,1
4997,Maharashtra,SOLAPUR,2014,Kharif     ,Cotton(lint),600,1200,1
4998,Nagaland,WOKHA,2014,Rabi       ,Linseed,600,480,1
4999,Nagaland,ZUNHEBOTO,2014,Rabi       ,Peas & beans (Pulses),600,660,1
5000,Uttar Pradesh,JAUNPUR,2014,Rabi       ,Barley,600,1050,1
5001,West Bengal,24 PARAGANAS SOUTH,2014,Kharif     ,Urad,600,470,1
5002,Karnataka,BANGALORE RURAL,2014,Kharif     ,Rice,598,2093,1
5003,Assam,KOKRAJHAR,2014,Rabi       ,Pineapple,597,9265,1
5004,Assam,MARIGAON,2014,Rabi       ,Masoor,597,602,1
5005,Chhattisgarh,KANKER,2014,Kharif     ,Niger seed,597,110,1
5006,Chhattisgarh,BASTAR,2014,Whole Year ,Sugarcane,596,3156,1
5007,Chhattisgarh,JANJGIR-CHAMPA,2014,Kharif     ,Sesamum,596,276,1
5008,West Bengal,NADIA,2014,Autumn     ,Maize,596,3776,1
5009,Assam,UDALGURI,2014,Kharif     ,Maize,595,1723,1
5010,Odisha,RAYAGADA,2014,Summer     ,Sesamum,594,288.1,1
5011,Assam,NAGAON,2014,Kharif     ,Maize,593,1826,1
5012,Bihar,MADHEPURA,2014,Whole Year ,Sugarcane,593,35822,1
5013,Uttar Pradesh,GONDA,2014,Rabi       ,Gram,593,178,1
5014,Uttar Pradesh,SULTANPUR,2014,Summer     ,Moong(Green Gram),593,278,1
5015,Arunachal Pradesh,CHANGLANG,2014,Whole Year ,Dry ginger,592,4194,1
5016,Bihar,KHAGARIA,2014,Rabi       ,Masoor,592,536,1
5017,Karnataka,DAVANGERE,2014,Summer     ,Jowar,592,1629,1
5018,Odisha,DHENKANAL,2014,Winter     ,Moong(Green Gram),592,213.1,1
5019,Uttar Pradesh,SHRAVASTI,2014,Rabi       ,Peas & beans (Pulses),592,447,1
5020,Bihar,VAISHALI,2014,Kharif     ,Arhar/Tur,591,1200,1
5021,Karnataka,BANGALORE RURAL,2014,Kharif     ,Cowpea(Lobia),591,881,1
5022,Karnataka,KOPPAL,2014,Rabi       ,Dry chillies,591,1109,1
5023,Kerala,PALAKKAD,2014,Whole Year ,Turmeric,591,1629,1
5024,Uttarakhand,RUDRA PRAYAG,2014,Kharif     ,Pulses total,591,424,1
5025,Bihar,BUXAR,2014,Whole Year ,Sugarcane,590,39315,1
5026,Nagaland,WOKHA,2014,Kharif     ,Jute,590,1120,1
5027,Chhattisgarh,RAIGARH,2014,Whole Year ,Dry ginger,589,772,1
5028,Meghalaya,WEST JAINTIA HILLS,2014,Kharif     ,Soyabean,588,868,1
5029,Odisha,GANJAM,2014,Autumn     ,Maize,587,962.8,1
5030,Andhra Pradesh,ANANTAPUR,2014,Rabi       ,Moong(Green Gram),586,481,1
5031,Arunachal Pradesh,CHANGLANG,2014,Whole Year ,Sugarcane,586,7614,1
5032,Chhattisgarh,SUKMA,2014,Kharif     ,Urad,585,247,1
5033,Andhra Pradesh,KURNOOL,2014,Rabi       ,Brinjal,584,13862,1
5034,Assam,KARBI ANGLONG,2014,Kharif     ,Papaya,584,10219,1
5035,Assam,KOKRAJHAR,2014,Rabi       ,Dry chillies,584,488,1
5036,Assam,KAMRUP METRO,2014,Whole Year ,Potato,583,6200,1
5037,Uttarakhand,CHAMPAWAT,2014,Rabi       ,Rapeseed &Mustard,583,458,1
5038,Chhattisgarh,KABIRDHAM,2014,Rabi       ,Peas & beans (Pulses),582,189,1
5039,Karnataka,UTTAR KANNAD,2014,Rabi       ,Moong(Green Gram),582,143,1
5040,Assam,DHEMAJI,2014,Rabi       ,Moong(Green Gram),581,391,1
5041,Bihar,DARBHANGA,2014,Summer     ,Maize,581,1708,1
5042,Uttar Pradesh,SITAPUR,2014,Kharif     ,Sweet potato,581,7197,1
5043,Assam,GOALPARA,2014,Rabi       ,Dry chillies,580,529,1
5044,Odisha,BALESHWAR,2014,Winter     ,Rapeseed &Mustard,580,250.6,1
5045,Odisha,BARGARH,2014,Summer     ,Groundnut,580,776,1
5046,Odisha,MALKANGIRI,2014,Autumn     ,Maize,580,673.9,1
5047,Chhattisgarh,SURAJPUR,2014,Rabi       ,Masoor,579,188,1
5048,Karnataka,RAMANAGARA,2014,Kharif     ,Niger seed,579,152,1
5049,Andhra Pradesh,KRISHNA,2014,Kharif     ,Brinjal,578,5552,1
5050,Uttar Pradesh,BARABANKI,2014,Kharif     ,Bajra,578,712,1
5051,Meghalaya,WEST GARO HILLS,2014,Kharif     ,Arhar/Tur,577,801,1
5052,Telangana ,MAHBUBNAGAR,2014,Kharif     ,Urad,577,379,1
5053,Uttar Pradesh,SHAMLI,2014,Summer     ,Urad,577,379,1
5054,Bihar,BEGUSARAI,2014,Kharif     ,Arhar/Tur,576,1132,1
5055,Karnataka,CHITRADURGA,2014,Summer     ,Rice,575,1110,1
5056,Kerala,IDUKKI,2014,Winter     ,Rice,575,1508,1
5057,West Bengal,BARDHAMAN,2014,Summer     ,Groundnut,575,1018,1
5058,Chhattisgarh,RAIPUR,2014,Kharif     ,Maize,574,975,1
5059,Karnataka,DAKSHIN KANNAD,2014,Rabi       ,Moong(Green Gram),573,188,1
5060,Meghalaya,SOUTH WEST KHASI HILLS,2014,Whole Year ,Arecanut,573,602,1
5061,Uttar Pradesh,PRATAPGARH,2014,Kharif     ,Maize,572,1017,1
5062,Bihar,SAMASTIPUR,2014,Rabi       ,Sunflower,571,854,1
5063,Karnataka,HAVERI,2014,Rabi       ,Cowpea(Lobia),571,209,1
5064,Assam,BARPETA,2014,Rabi       ,Sweet potato,570,2040,1
5065,Tripura,NORTH TRIPURA,2014,Kharif     ,Arhar/Tur,570,402,1
5066,Chhattisgarh,RAIGARH,2014,Rabi       ,Gram,569,758,1
5067,Uttarakhand,TEHRI GARHWAL,2014,Kharif     ,Soyabean,569,565,1
5068,West Bengal,24 PARAGANAS NORTH,2014,Kharif     ,Mesta,569,6202,1
5069,Bihar,MUZAFFARPUR,2014,Rabi       ,Barley,568,558,1
5070,Uttar Pradesh,SITAPUR,2014,Rabi       ,Barley,568,771,1
5071,Assam,KARBI ANGLONG,2014,Kharif     ,Cotton(lint),567,280,1
5072,Karnataka,BELLARY,2014,Rabi       ,Onion,567,3758,1
5073,Karnataka,CHITRADURGA,2014,Rabi       ,Ragi,567,867,1
5074,Uttar Pradesh,FAIZABAD,2014,Summer     ,Moong(Green Gram),567,266,1
5075,Uttar Pradesh,KANNAUJ,2014,Summer     ,Onion,566,9049,1
5076,Assam,SIVASAGAR,2014,Rabi       ,Peas & beans (Pulses),565,475,1
5077,Assam,SONITPUR,2014,Whole Year ,Onion,565,2692,1
5078,Assam,UDALGURI,2014,Rabi       ,Peas & beans (Pulses),565,419,1
5079,Chhattisgarh,SURAJPUR,2014,Kharif     ,Other Kharif pulses,565,93,1
5080,Karnataka,DAVANGERE,2014,Summer     ,Cowpea(Lobia),565,391,1
5081,Karnataka,SHIMOGA,2014,Kharif     ,Ragi,564,1039,1
5082,Odisha,BALANGIR,2014,Winter     ,Rapeseed &Mustard,564,135.9,1
5083,Odisha,KALAHANDI,2014,Winter     ,Ragi,564,277.5,1
5084,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Onion,563,10337,1
5085,Bihar,BHAGALPUR,2014,Rabi       ,Linseed,563,485,1
5086,Karnataka,CHIKBALLAPUR,2014,Kharif     ,Onion,563,2891,1
5087,Meghalaya,EAST KHASI HILLS,2014,Rabi       ,Peas & beans (Pulses),563,1993,1
5088,Telangana ,MEDAK,2014,Rabi       ,Castor seed,563,325,1
5089,Uttar Pradesh,KANNAUJ,2014,Kharif     ,Jowar,563,505,1
5090,Uttarakhand,CHAMPAWAT,2014,Kharif     ,Maize,563,563,1
5091,Meghalaya,NORTH GARO HILLS,2014,Rabi       ,Rapeseed &Mustard,562,601,1
5092,Bihar,BEGUSARAI,2014,Summer     ,Moong(Green Gram),561,325,1
5093,Bihar,SHEIKHPURA,2014,Autumn     ,Maize,561,683,1
5094,Chhattisgarh,BASTAR,2014,Whole Year ,Dry chillies,561,240,1
5095,Puducherry,KARAIKAL,2014,Summer     ,Urad,561,180,1
5096,Uttar Pradesh,FATEHPUR,2014,Summer     ,Urad,561,125,1
5097,Uttar Pradesh,MATHURA,2014,Kharif     ,Sesamum,561,54,1
5098,Assam,KOKRAJHAR,2014,Kharif     ,Sesamum,560,429,1
5099,Assam,NAGAON,2014,Kharif     ,Arhar/Tur,560,492,1
5100,Nagaland,KOHIMA,2014,Kharif     ,Jute,560,1060,1
5101,Nagaland,PEREN,2014,Rabi       ,Linseed,560,460,1
5102,Nagaland,WOKHA,2014,Rabi       ,Potato,560,5710,1
5103,Odisha,ANUGUL,2014,Autumn     ,Maize,560,555,1
5104,Karnataka,SHIMOGA,2014,Rabi       ,Sunflower,559,1177,1
5105,Karnataka,YADGIR,2014,Rabi       ,Safflower,559,311,1
5106,Odisha,CUTTACK,2014,Winter     ,Potato,559,9854.1,1
5107,Arunachal Pradesh,LOHIT,2014,Rabi       ,Wheat,558,1136,1
5108,Chhattisgarh,BILASPUR,2014,Whole Year ,Dry chillies,558,267,1
5109,Tripura,SOUTH TRIPURA,2014,Kharif     ,Maize,558,723,1
5110,Assam,BONGAIGAON,2014,Rabi       ,Dry chillies,557,379,1
5111,Bihar,SIWAN,2014,Kharif     ,Ragi,557,816,1
5112,Uttarakhand,CHAMOLI,2014,Rabi       ,Rapeseed &Mustard,557,324,1
5113,West Bengal,MEDINIPUR EAST,2014,Kharif     ,Jute,557,7099,1
5114,Chhattisgarh,KABIRDHAM,2014,Kharif     ,Sesamum,556,237,1
5115,Karnataka,BELLARY,2014,Whole Year ,Coconut ,555,4953,1
5116,Uttarakhand,CHAMOLI,2014,Kharif     ,Horse-gram,555,381,1
5117,Uttar Pradesh,AZAMGARH,2014,Summer     ,Onion,554,10615,1
5118,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Ragi,552,844,1
5119,Andhra Pradesh,KURNOOL,2014,Rabi       ,Small millets,552,484,1
5120,Assam,CHIRANG,2014,Whole Year ,Turmeric,552,378,1
5121,Uttar Pradesh,MORADABAD,2014,Summer     ,Rice,552,1293,1
5122,Kerala,KOZHIKODE,2014,Summer     ,Rice,551,1284,1
5123,Telangana ,KARIMNAGAR,2014,Rabi       ,Onion,551,15051,1
5124,Uttar Pradesh,AGRA,2014,Rabi       ,Masoor,551,516,1
5125,Andhra Pradesh,SPSR NELLORE,2014,Kharif     ,Sunflower,550,666,1
5126,Andhra Pradesh,VIZIANAGARAM,2014,Rabi       ,Tomato,550,7452,1
5127,Assam,DARRANG,2014,Kharif     ,Niger seed,550,523,1
5128,Assam,GOALPARA,2014,Rabi       ,Ginger,550,4062,1
5129,Assam,GOALPARA,2014,Rabi       ,Pineapple,550,8484,2
5130,Nagaland,MON,2014,Rabi       ,Linseed,550,450,1
5131,Odisha,ANUGUL,2014,Winter     ,Potato,550,6322.3,1
5132,Uttarakhand,CHAMOLI,2014,Kharif     ,Urad,549,626,1
5133,Bihar,PURBI CHAMPARAN,2014,Rabi       ,Peas & beans (Pulses),548,425,1
5134,Uttar Pradesh,BAHRAICH,2014,Summer     ,Onion,548,10390,1
5135,Uttar Pradesh,KUSHI NAGAR,2014,Summer     ,Banana,548,24722,1
5136,Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Moong(Green Gram),547,367,1
5137,Bihar,SAHARSA,2014,Rabi       ,Masoor,547,276,1
5138,Karnataka,BAGALKOT,2014,Summer     ,Cowpea(Lobia),546,200,1
5139,Tripura,DHALAI,2014,Kharif     ,Sesamum,546,346,1
5140,Andhra Pradesh,CHITTOOR,2014,Rabi       ,Cotton(lint),545,1278,1
5141,Karnataka,CHIKMAGALUR,2014,Kharif     ,Arhar/Tur,545,355,1
5142,West Bengal,MEDINIPUR WEST,2014,Kharif     ,Other Kharif pulses,545,429,1
5143,Andhra Pradesh,KADAPA,2014,Kharif     ,Sesamum,542,148,1
5144,Bihar,BHOJPUR,2014,Whole Year ,Sugarcane,542,36117,1
5145,Chhattisgarh,KOREA,2014,Rabi       ,Gram,542,539,1
5146,Odisha,JAJAPUR,2014,Winter     ,Horse-gram,542,177.8,1
5147,Telangana ,KARIMNAGAR,2014,Rabi       ,Sunflower,542,810,1
5148,Uttar Pradesh,MAU,2014,Kharif     ,Groundnut,542,468,1
5149,Andhra Pradesh,KRISHNA,2014,Kharif     ,Sapota,541,4526,1
5150,Karnataka,DAKSHIN KANNAD,2014,Whole Year ,Tapioca,541,4620,1
5151,Uttar Pradesh,LUCKNOW,2014,Kharif     ,Sesamum,541,106,1
5152,Assam,BAKSA,2014,Kharif     ,Jute,540,2900,1
5153,Chhattisgarh,SURGUJA,2014,Kharif     ,Potato,540,2762,1
5154,Nagaland,MOKOKCHUNG,2014,Kharif     ,Jute,540,1020,1
5155,Uttarakhand,PAURI GARHWAL,2014,Rabi       ,Potato,540,5173,1
5156,Telangana ,NIZAMABAD,2014,Rabi       ,Dry chillies,539,2210,1
5157,Uttar Pradesh,ALIGARH,2014,Kharif     ,Moong(Green Gram),539,173,1
5158,Uttar Pradesh,AMETHI,2014,Kharif     ,Maize,539,392,1
5159,Andhra Pradesh,KRISHNA,2014,Rabi       ,Tomato,538,7289,1
5160,Chhattisgarh,KOREA,2014,Whole Year ,Jowar,538,396,1
5161,Karnataka,BENGALURU URBAN,2014,Kharif     ,Jowar,538,744,1
5162,Andhra Pradesh,SRIKAKULAM,2014,Kharif     ,Brinjal,537,5158,1
5163,Uttar Pradesh,KANPUR DEHAT,2014,Summer     ,Urad,537,375,1
5164,Bihar,BHAGALPUR,2014,Summer     ,Rice,536,1139,1
5165,Uttarakhand,CHAMOLI,2014,Kharif     ,Soyabean,536,576,1
5166,Chhattisgarh,RAIPUR,2014,Kharif     ,Arhar/Tur,535,254,1
5167,Chhattisgarh,GARIYABAND,2014,Rabi       ,Wheat,534,850,1
5168,Karnataka,GULBARGA,2014,Kharif     ,Cowpea(Lobia),534,221,1
5169,Karnataka,HAVERI,2014,Summer     ,Cotton(lint),534,1012,1
5170,West Bengal,DINAJPUR UTTAR,2014,Rabi       ,Urad,533,363,1
5171,Andhra Pradesh,GUNTUR,2014,Rabi       ,Brinjal,532,12483,1
5172,Assam,DHUBRI,2014,Kharif     ,Small millets,532,379,1
5173,Bihar,GAYA,2014,Kharif     ,Horse-gram,532,509,1
5174,Uttar Pradesh,LUCKNOW,2014,Kharif     ,Arhar/Tur,532,206,1
5175,Uttarakhand,UTTAR KASHI,2014,Kharif     ,Sesamum,532,157,1
5176,Chhattisgarh,SURAJPUR,2014,Whole Year ,Dry chillies,531,266,1
5177,Assam,KOKRAJHAR,2014,Kharif     ,Orange,530,5086,1
5178,Karnataka,GULBARGA,2014,Kharif     ,Horse-gram,530,248,1
5179,Karnataka,RAMANAGARA,2014,Summer     ,Maize,530,1729,1
5180,Nagaland,DIMAPUR,2014,Kharif     ,Ginger,530,4830,1
5181,Nagaland,MON,2014,Rabi       ,Other  Rabi pulses,530,670,1
5182,Telangana ,ADILABAD,2014,Rabi       ,Sunflower,530,494,1
5183,West Bengal,DARJEELING,2014,Kharif     ,Soyabean,530,383,1
5184,Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Brinjal,529,8951,1
5185,Assam,UDALGURI,2014,Rabi       ,Ginger,529,5227,1
5186,Telangana ,KHAMMAM,2014,Rabi       ,Jowar,529,599,1
5187,Karnataka,UTTAR KANNAD,2014,Whole Year ,Cardamom,528,67,1
5188,Uttar Pradesh,AGRA,2014,Rabi       ,Gram,528,600,1
5189,West Bengal,24 PARAGANAS SOUTH,2014,Kharif     ,Jute,527,10997,1
5190,Uttar Pradesh,AMETHI,2014,Summer     ,Moong(Green Gram),526,247,1
5191,Chhattisgarh,RAIPUR,2014,Rabi       ,Peas & beans (Pulses),525,239,1
5192,Karnataka,HAVERI,2014,Summer     ,Jowar,525,1024,1
5193,West Bengal,HOOGHLY,2014,Rabi       ,Groundnut,525,802,1
5194,Andhra Pradesh,GUNTUR,2014,Rabi       ,Tomato,524,7100,1
5195,Andhra Pradesh,KRISHNA,2014,Rabi       ,Jowar,524,2370,1
5196,Bihar,BHAGALPUR,2014,Kharif     ,Horse-gram,524,501,1
5197,West Bengal,MEDINIPUR EAST,2014,Rabi       ,Wheat,524,1444,1
5198,Assam,DARRANG,2014,Whole Year ,Turmeric,523,348,1
5199,Karnataka,CHITRADURGA,2014,Kharif     ,Cowpea(Lobia),523,230,1
5200,Odisha,BARGARH,2014,Winter     ,Sesamum,523,86.8,1
5201,Uttarakhand,ALMORA,2014,Whole Year ,Onion,523,2484,1
5202,Odisha,JAGATSINGHAPUR,2014,Summer     ,Urad,522,225,1
5203,Uttar Pradesh,RAMPUR,2014,Rabi       ,Masoor,522,253,1
5204,Assam,DIBRUGARH,2014,Rabi       ,Urad,521,338,1
5205,Meghalaya,WEST KHASI HILLS,2014,Kharif     ,Banana,521,3032,1
5206,Tripura,SEPAHIJALA,2014,Rabi       ,Rapeseed &Mustard,521,460,1
5207,Chhattisgarh,BALRAMPUR,2014,Rabi       ,Masoor,520,116,1
5208,Kerala,IDUKKI,2014,Whole Year ,Dry ginger,520,3066,1
5209,Nagaland,WOKHA,2014,Kharif     ,Sugarcane,520,22650,1
5210,Andhra Pradesh,CHITTOOR,2014,Kharif     ,Papaya,519,13790,1
5211,Andhra Pradesh,KRISHNA,2014,Rabi       ,Brinjal,519,4985,1
5212,Assam,SONITPUR,2014,Kharif     ,Papaya,519,12417,1
5213,Chhattisgarh,BALOD,2014,Kharif     ,Arhar/Tur,519,300,1
5214,Telangana ,NALGONDA,2014,Rabi       ,Urad,519,211,1
5215,Chhattisgarh,SURGUJA,2014,Whole Year ,Onion,518,3904,1
5216,Assam,KAMRUP,2014,Whole Year ,Onion,517,1806,1
5217,Assam,NALBARI,2014,Rabi       ,Urad,517,346,1
5218,Assam,DARRANG,2014,Whole Year ,Sugarcane,516,22429,1
5219,Assam,DHUBRI,2014,Whole Year ,Onion,516,1693,1
5220,Bihar,KAIMUR (BHABUA),2014,Rabi       ,Khesari,516,388,1
5221,Chhattisgarh,BIJAPUR,2014,Whole Year ,Jowar,516,484,1
5222,Chhattisgarh,GARIYABAND,2014,Rabi       ,Gram,516,821,1
5223,Uttarakhand,PITHORAGARH,2014,Kharif     ,Other Cereals & Millets,516,209,1
5224,Andhra Pradesh,VIZIANAGARAM,2014,Rabi       ,Tobacco,515,1548,1
5225,Chhattisgarh,BALODA BAZAR,2014,Rabi       ,Rapeseed &Mustard,515,293,1
5226,Andhra Pradesh,PRAKASAM,2014,Kharif     ,Moong(Green Gram),514,278,1
5227,Assam,BARPETA,2014,Kharif     ,Small millets,514,332,1
5228,Assam,MARIGAON,2014,Rabi       ,Moong(Green Gram),514,193,1
5229,West Bengal,24 PARAGANAS SOUTH,2014,Rabi       ,Arhar/Tur,514,884,1
5230,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Tobacco,512,2167,1
5231,West Bengal,MEDINIPUR WEST,2014,Rabi       ,Horse-gram,512,270,1
5232,Andhra Pradesh,KADAPA,2014,Kharif     ,Brinjal,511,12129,1
5233,Assam,NAGAON,2014,Rabi       ,Linseed,511,321,1
5234,Chhattisgarh,DHAMTARI,2014,Kharif     ,Urad,511,222,1
5235,West Bengal,BANKURA,2014,Kharif     ,Sunflower,511,814,1
5236,Andhra Pradesh,VIZIANAGARAM,2014,Kharif     ,Urad,510,523,1
5237,Assam,GOALPARA,2014,Whole Year ,Turmeric,510,482,1
5238,Assam,LAKHIMPUR,2014,Rabi       ,Moong(Green Gram),510,510,1
5239,Nagaland,MON,2014,Kharif     ,Jute,510,970,1
5240,Nagaland,MON,2014,Kharif     ,Sugarcane,510,22210,2
5241,Nagaland,PEREN,2014,Kharif     ,Sugarcane,510,22140,1
5242,Uttar Pradesh,JALAUN,2014,Kharif     ,Rice,509,890,1
5243,Uttarakhand,NAINITAL,2014,Rabi       ,Gram,509,450,1
5244,Uttarakhand,PITHORAGARH,2014,Rabi       ,Potato,509,3998,1
5245,West Bengal,DARJEELING,2014,Rabi       ,Barley,509,713,1
5246,Meghalaya,SOUTH GARO HILLS,2014,Kharif     ,Jute,508,2605,1
5247,Odisha,KHORDHA,2014,Winter     ,Horse-gram,508,148.8,1
5248,Odisha,PURI,2014,Summer     ,Urad,508,154.4,1
5249,Andhra Pradesh,VISAKHAPATANAM,2014,Kharif     ,Tomato,507,7289,1
5250,Odisha,MALKANGIRI,2014,Autumn     ,Ragi,507,248.4,1
5251,Uttarakhand,TEHRI GARHWAL,2014,Kharif     ,Potato,507,4908,1
5252,Bihar,JAMUI,2014,Summer     ,Maize,506,1968,1
5253,Bihar,MUNGER,2014,Rabi       ,Maize,506,1413,1
5254,Meghalaya,EAST KHASI HILLS,2014,Kharif     ,Tapioca,506,3374,1
5255,Bihar,JAMUI,2014,Kharif     ,Arhar/Tur,505,954,1
5256,Bihar,NALANDA,2014,Rabi       ,Peas & beans (Pulses),505,510,1
5257,Odisha,DHENKANAL,2014,Winter     ,Potato,505,7950.7,1
5258,Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,Peas & beans (Pulses),505,495,1
5259,Andhra Pradesh,KADAPA,2014,Kharif     ,Urad,504,668,1
5260,Karnataka,CHIKMAGALUR,2014,Kharif     ,Cowpea(Lobia),503,175,1
5261,Karnataka,RAMANAGARA,2014,Summer     ,Ragi,503,896,1
5262,Telangana ,MAHBUBNAGAR,2014,Kharif     ,Horse-gram,503,261,1
5263,Tripura,SOUTH TRIPURA,2014,Rabi       ,Masoor,503,406,1
5264,Assam,NAGAON,2014,Rabi       ,Sweet potato,502,5783,1
5265,Karnataka,RAICHUR,2014,Rabi       ,Horse-gram,502,215,1
5266,Uttar Pradesh,GHAZIPUR,2014,Kharif     ,Urad,502,333,1
5267,Meghalaya,WEST KHASI HILLS,2014,Kharif     ,Tapioca,501,3516,1
5268,Odisha,KORAPUT,2014,Summer     ,Maize,501,1145.8,1
5269,Uttar Pradesh,CHANDAULI,2014,Rabi       ,Linseed,501,290,1
5270,Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,Maize,501,530,1
5271,Uttarakhand,PAURI GARHWAL,2014,Kharif     ,Other Kharif pulses,501,491,1
5272,Andhra Pradesh,WEST GODAVARI,2014,Kharif     ,Sapota,500,3798,1
5273,Assam,DHEMAJI,2014,Rabi       ,Ginger,500,4388,1
5274,Assam,GOALPARA,2014,Rabi       ,Sweet potato,500,2935,1
5275,Assam,LAKHIMPUR,2014,Rabi       ,Ginger,500,3906,1
5276,Chhattisgarh,GARIYABAND,2014,Kharif     ,Groundnut,500,603,1
5277,Maharashtra,AKOLA,2014,Rabi       ,Safflower,500,300,1
5278,Maharashtra,BEED,2014,Rabi       ,Sunflower,500,100,1
5279,Maharashtra,HINGOLI,2014,Kharif     ,Niger seed,500,100,1
5280,Maharashtra,HINGOLI,2014,Rabi       ,Maize,500,100,2
5281,Maharashtra,LATUR,2014,Rabi       ,Linseed,500,,1
5282,Maharashtra,NAGPUR,2014,Kharif     ,Other Kharif pulses,500,100,1
5283,Maharashtra,NAGPUR,2014,Summer     ,Groundnut,500,1200,2
5284,Maharashtra,OSMANABAD,2014,Summer     ,Sunflower,500,200,1
5285,Maharashtra,SOLAPUR,2014,Rabi       ,Other  Rabi pulses,500,100,1
5286,Maharashtra,WASHIM,2014,Kharif     ,Maize,500,900,1
5287,Maharashtra,WASHIM,2014,Rabi       ,Safflower,500,100,2
5288,Nagaland,DIMAPUR,2014,Kharif     ,Arhar/Tur,500,460,1
5289,Uttar Pradesh,GORAKHPUR,2014,Summer     ,Banana,500,22556,1
5290,West Bengal,NADIA,2014,Kharif     ,Mesta,499,5439,1
5291,Telangana ,NIZAMABAD,2014,Kharif     ,Dry chillies,497,1615,1
5292,West Bengal,DARJEELING,2014,Rabi       ,Small millets,497,696,1
5293,Andhra Pradesh,KURNOOL,2014,Rabi       ,Arhar/Tur,496,212,1
5294,Andhra Pradesh,KURNOOL,2014,Rabi       ,Dry chillies,496,1549,2
5295,Uttar Pradesh,AGRA,2014,Kharif     ,Arhar/Tur,495,544,1
5296,Bihar,PASHCHIM CHAMPARAN,2014,Kharif     ,Arhar/Tur,494,750,1
5297,Kerala,ALAPPUZHA,2014,Whole Year ,Drum Stick,494,334,1
5298,Kerala,MALAPPURAM,2014,Autumn     ,Rice,494,1020,1
5299,Odisha,PURI,2014,Winter     ,Potato,494,6871.5,1
5300,Telangana ,MEDAK,2014,Rabi       ,Cowpea(Lobia),494,556,1
5301,Uttar Pradesh,CHITRAKOOT,2014,Kharif     ,Urad,494,141,1
5302,Andhra Pradesh,WEST GODAVARI,2014,Rabi       ,Brinjal,492,8325,1
5303,Chhattisgarh,RAJNANDGAON,2014,Rabi       ,Urad,492,142,1
5304,Uttar Pradesh,CHITRAKOOT,2014,Rabi       ,Linseed,492,285,1
5305,Andhra Pradesh,KADAPA,2014,Kharif     ,Moong(Green Gram),491,605,1
5306,Andhra Pradesh,SPSR NELLORE,2014,Whole Year ,Coconut ,491,10645000,1
5307,Bihar,MUNGER,2014,Rabi       ,Rapeseed &Mustard,491,683,1
5308,Meghalaya,EAST KHASI HILLS,2014,Kharif     ,Dry ginger,491,4259,1
5309,Karnataka,YADGIR,2014,Kharif     ,Jowar,490,441,1
5310,Nagaland,MON,2014,Rabi       ,Potato,490,4990,1
5311,Chhattisgarh,JASHPUR,2014,Rabi       ,Other  Rabi pulses,489,21,1
5312,Uttar Pradesh,PILIBHIT,2014,Rabi       ,Potato,489,8516,1
5313,Assam,CHIRANG,2014,Rabi       ,Ginger,488,2457,1
5314,Chhattisgarh,MAHASAMUND,2014,Kharif     ,Sunflower,488,294,1
5315,Karnataka,HAVERI,2014,Summer     ,Cowpea(Lobia),487,187,1
5316,Bihar,GOPALGANJ,2014,Kharif     ,Arhar/Tur,486,605,1
5317,Assam,LAKHIMPUR,2014,Rabi       ,Black pepper,485,817,1
5318,Chhattisgarh,DURG,2014,Kharif     ,Maize,485,591,1
5319,Uttar Pradesh,KUSHI NAGAR,2014,Rabi       ,Peas & beans (Pulses),485,235,1
5320,Uttar Pradesh,MUZAFFARNAGAR,2014,Summer     ,Urad,485,318,1
5321,Karnataka,RAMANAGARA,2014,Kharif     ,Dry chillies,484,548,1
5322,Andhra Pradesh,EAST GODAVARI,2014,Kharif     ,Moong(Green Gram),483,324,1
